RefSeq Predicted Protein ID [e.g. XP_001720922]	Associated Gene Name
XP_006510479	Bbs9
XP_006510480	Bbs9
XP_006510478	Bbs9
XP_006532713	Slc22a5
XP_006532714	Slc22a5
XP_006523130	Cldn14
XP_006509561	Cenpu
XP_011240541	Cenpu
XP_011240543	Cenpu
XP_006510612	Acad8
XP_006510613	Acad8
XP_011238422	Mab21l3
XP_011247142	Slfn3
XP_006532721	Slfn3
XP_006515823	Rcor1
XP_006499956	Rnf24
XP_011237994	Rnf24
XP_006517675	Depdc1b
XP_006505005	Medag
XP_006498407	Rbm43
XP_006498404	Rbm43
XP_006498405	Rbm43
XP_006498406	Rbm43
XP_011237488	Rbm43
XP_006498408	Rbm43
XP_006498403	Rbm43
XP_011237487	Rbm43
XP_011237489	Rbm43
XP_011247196	Myocd
XP_011247197	Myocd
XP_011247195	Myocd
XP_006496346	Akr1cl
XP_006505769	Zfp638
XP_006505767	Zfp638
XP_006505768	Zfp638
XP_006505770	Zfp638
XP_011239549	Zfp638
XP_006505773	Zfp638
XP_006505777	Zfp638
XP_006505771	Zfp638
XP_006505772	Zfp638
XP_006505774	Zfp638
XP_006505775	Zfp638
XP_006521949	Stxbp5l
XP_006521947	Stxbp5l
XP_006521948	Stxbp5l
XP_006522512	Gtpbp8
XP_006499945	Nckap1
XP_006499944	Nckap1
XP_011237061	Ifi203
XP_011237062	Ifi203
XP_011237063	Ifi203
XP_011237197	Ifi203
XP_011249691	Ifi203
XP_006496732	Ifi203
XP_011237064	Ifi203
XP_011249692	Ifi203
XP_011237065	Ifi203
XP_011249693	Ifi203
XP_011237066	Ifi203
XP_011248795	Zik1
XP_006518727	Lect1
XP_006518726	Lect1
XP_006518728	Lect1
XP_006518725	Lect1
XP_006531352	Kcng4
XP_006511793	Impdh2
XP_006497197	Ptpn14
XP_006497193	Ptpn14
XP_006497194	Ptpn14
XP_006497192	Ptpn14
XP_006497195	Ptpn14
XP_006497196	Ptpn14
XP_006504186	Rgs12
XP_006504187	Rgs12
XP_006504188	Rgs12
XP_006504183	Rgs12
XP_006504184	Rgs12
XP_006504185	Rgs12
XP_006504189	Rgs12
XP_006513728	Olfr798
XP_011237800	Slc35c2
XP_006499434	Slc35c2
XP_006499433	Slc35c2
XP_006499435	Slc35c2
XP_006499438	Slc35c2
XP_011237799	Slc35c2
XP_006517593	Hmgcr
XP_006517594	Hmgcr
XP_006513334	Itgb2
XP_006513335	Itgb2
XP_006501458	Vangl1
XP_006523454	Fam234a
XP_011244538	Fam234a
XP_011244539	Fam234a
XP_006523453	Fam234a
XP_006495603	A830018L16Rik
XP_006495604	A830018L16Rik
XP_006495602	A830018L16Rik
XP_006499394	Bpifb6
XP_011239357	Tfpi2
XP_011247617	Notum
XP_011247616	Notum
XP_006534557	Notum
XP_006534560	Notum
XP_006495683	Nabp1
XP_011236721	Nabp1
XP_006495685	Nabp1
XP_006495684	Nabp1
XP_006510875	Gclc
XP_006501136	Lmna
XP_006517519	Arsk
XP_006499888	Pabpc1l
XP_006499889	Pabpc1l
XP_006499890	Pabpc1l
XP_006499891	Pabpc1l
XP_006511284	Esyt3
XP_006502197	Rusc1
XP_006527722	Wdr45
XP_006527724	Wdr45
XP_006527721	Wdr45
XP_006527720	Wdr45
XP_006527719	Wdr45
XP_006508162	Syt9
XP_011242075	Osbp2
XP_011242076	Osbp2
XP_011242065	Osbp2
XP_011242066	Osbp2
XP_011242067	Osbp2
XP_006514912	Osbp2
XP_006514914	Osbp2
XP_011242074	Osbp2
XP_006536200	Phrf1
XP_006536201	Phrf1
XP_006536202	Phrf1
XP_006536203	Phrf1
XP_006536204	Phrf1
XP_011248139	Phrf1
XP_006536205	Phrf1
XP_006536209	Phrf1
XP_006536206	Phrf1
XP_006536207	Phrf1
XP_006536208	Phrf1
XP_006534860	Idua
XP_006534861	Idua
XP_001472218	Ccl19
XP_006535492	Hltf
XP_006535491	Hltf
XP_006502922	Pik3r3
XP_006502923	Pik3r3
XP_006502924	Pik3r3
XP_006511193	Plscr4
XP_006508316	Tmc5
XP_011240225	Tmc5
XP_011240227	Tmc5
XP_011240226	Tmc5
XP_006538820	Man1c1
XP_006532692	Ccl1
XP_006521441	Col22a1
XP_006521445	Col22a1
XP_006521444	Col22a1
XP_006499266	Cerkl
XP_006542979	Rnf213
XP_006542980	Rnf213
XP_006542981	Rnf213
XP_006534693	Rnf213
XP_006534694	Rnf213
XP_006534695	Rnf213
XP_011239286	Get4
XP_006513978	Midn
XP_006513977	Midn
XP_006513976	Midn
XP_006511491	Vwa9
XP_006511492	Vwa9
XP_006506540	Rnf181
XP_006506541	Rnf181
XP_006534769	Art3
XP_006534770	Art3
XP_006534771	Art3
XP_011247691	Art3
XP_006534772	Art3
XP_006534773	Art3
XP_006534774	Art3
XP_006534775	Art3
XP_006534779	Art3
XP_006534776	Art3
XP_006534778	Art3
XP_006534777	Art3
XP_006534780	Art3
XP_006534784	Art3
XP_006534782	Art3
XP_006534781	Art3
XP_011249972	Lipo2
XP_003945643	Lipo2
XP_006527577	Lipo2
XP_006534094	Tmem100
XP_006534093	Tmem100
XP_006534854	Gfi1
XP_006534856	Gfi1
XP_011247711	Gfi1
XP_006534857	Gfi1
XP_006534855	Gfi1
XP_006499105	Zfp106
XP_006499107	Zfp106
XP_006512050	Pth1r
XP_006512051	Pth1r
XP_006512048	Pth1r
XP_006501923	Ndst4
XP_011238491	Ndst4
XP_006519381	Stmn4
XP_006519378	Stmn4
XP_006519380	Stmn4
XP_006519379	Stmn4
XP_006541009	Abcc6
XP_006541008	Abcc6
XP_006533789	Rbfox3
XP_011247432	Rbfox3
XP_006533788	Rbfox3
XP_006533785	Rbfox3
XP_011247431	Rbfox3
XP_011247433	Rbfox3
XP_006533790	Rbfox3
XP_006544617	Gm14569
XP_006544618	Gm14569
XP_006544619	Gm14569
XP_006541474	Gm14569
XP_006541475	Gm14569
XP_006541476	Gm14569
XP_006502749	Lsm10
XP_006502750	Lsm10
XP_011244444	Sh3bgr
XP_011243654	Ywhaz
XP_006529380	Sned1
XP_011248523	Pqlc2
XP_011248524	Pqlc2
XP_011248522	Pqlc2
XP_011248521	Pqlc2
XP_003085307	Adgrg4
XP_011241951	Psme4
XP_011240888	Pus3
XP_006532060	Aipl1
XP_006532061	Aipl1
XP_006532062	Aipl1
XP_006532063	Aipl1
XP_006532064	Aipl1
XP_006503961	Dok7
XP_006503962	Dok7
XP_006503963	Dok7
XP_006523563	Crisp1
XP_006530025	Il24
XP_011249059	Gm10668
XP_006513375	Mettl1
XP_006535616	Usp13
XP_011240753	Zfp26
XP_011240754	Zfp26
XP_011240755	Zfp26
XP_011240756	Zfp26
XP_011240757	Zfp26
XP_011240758	Zfp26
XP_003084927	AW822073
XP_011243345	Stk24
XP_006531907	Aldh3b3
XP_006520608	Mlc1
XP_011243785	Mlc1
XP_006520607	Mlc1
XP_011239389	Asb15
XP_006505269	Asb15
XP_011239390	Asb15
XP_011239391	Asb15
XP_011248612	Srsf4
XP_006500265	Erv3
XP_006500264	Erv3
XP_003945894	Gm3176
XP_987278	Gm3176
XP_006506771	Atg7
XP_006506773	Atg7
XP_006506770	Atg7
XP_011239795	Atg7
XP_011239796	Atg7
XP_011239797	Atg7
XP_006506772	Atg7
XP_006532246	Nek8
XP_006532247	Nek8
XP_006532248	Nek8
XP_006540197	Sbk3
XP_006540199	Sbk3
XP_006540200	Sbk3
XP_006540198	Sbk3
XP_006540196	Sbk3
XP_006508197	Nsmce1
XP_006508198	Nsmce1
XP_006508200	Nsmce1
XP_006508199	Nsmce1
XP_006505224	Ndufa5
XP_006517630	Otp
XP_006519548	Cgrrf1
XP_006506510	Ghrl
XP_006506509	Ghrl
XP_006513512	Syt1
XP_006513509	Syt1
XP_006513510	Syt1
XP_006513511	Syt1
XP_006499616	Olfr1202
XP_006503335	2610528J11Rik
XP_006505447	Vmn1r29
XP_006535702	Nos3
XP_006508358	Usp31
XP_006508359	Usp31
XP_006509860	Gmip
XP_011240641	Gmip
XP_006509861	Gmip
XP_006509862	Gmip
XP_006531144	Dpep2
XP_011246703	Dpep2
XP_011245922	Fndc3c1
XP_011245923	Fndc3c1
XP_006528166	Fndc3c1
XP_006528167	Fndc3c1
XP_006528169	Fndc3c1
XP_006503165	Rims3
XP_006503164	Rims3
XP_006531709	Chka
XP_006531711	Chka
XP_006536354	Olfr59
XP_006532512	Olfr59
XP_006515636	Numb
XP_006515637	Numb
XP_006515638	Numb
XP_006515635	Numb
XP_011242314	Numb
XP_006515640	Numb
XP_006515639	Numb
XP_006515641	Numb
XP_011249356	Gm21865
XP_011249817	Gm21865
XP_006538264	Txndc8
XP_011248789	Zfp94
XP_011248791	Zfp94
XP_011248790	Zfp94
XP_011248792	Zfp94
XP_011248794	Zfp94
XP_011248793	Zfp94
XP_006533549	Rasl10b
XP_006533550	Rasl10b
XP_006533548	Rasl10b
XP_006540337	Pinlyp
XP_011247479	Smco2
XP_011239933	Smco2
XP_006540263	Cacng6
XP_006539020	Fhad1
XP_011248583	Fhad1
XP_006539022	Fhad1
XP_011248584	Fhad1
XP_011248585	Fhad1
XP_006539025	Fhad1
XP_006539026	Fhad1
XP_006539021	Fhad1
XP_006539023	Fhad1
XP_006539027	Fhad1
XP_006539019	Fhad1
XP_006544391	Defa17
XP_006535469	Pde7a
XP_006535468	Pde7a
XP_006535471	Pde7a
XP_006533316	Sdk2
XP_006533317	Sdk2
XP_006533318	Sdk2
XP_006532853	Zfp354a
XP_011247187	Zfp354a
XP_011247188	Zfp354a
XP_011247189	Zfp354a
XP_006532852	Zfp354a
XP_006532850	Zfp354a
XP_006499559	Atp8b4
XP_006499558	Atp8b4
XP_006508034	Itgad
XP_006508035	Itgad
XP_006506009	Ccdc129
XP_006506011	Ccdc129
XP_006506010	Ccdc129
XP_006506012	Ccdc129
XP_006520328	Prickle1
XP_006520329	Prickle1
XP_006520327	Prickle1
XP_006539298	Mxra8
XP_006532541	Pemt
XP_006521866	Hmox2
XP_006521867	Hmox2
XP_011241263	Fbxw19
XP_011246495	Ssh1
XP_011246496	Ssh1
XP_006530351	Ssh1
XP_011236867	Spag16
XP_006496257	Spag16
XP_011239058	Ncapg
XP_006499627	Olfr1294
XP_011244893	Tspo2
XP_011244894	Tspo2
XP_011244892	Tspo2
XP_006518160	Nkiras1
XP_006518162	Nkiras1
XP_006515644	Pax9
XP_006515642	Pax9
XP_006515643	Pax9
XP_011237775	4930402H24Rik
XP_006499349	4930402H24Rik
XP_011237776	4930402H24Rik
XP_006512325	Ctdspl
XP_006532997	Spns2
XP_006532998	Spns2
XP_006503215	Cc2d1b
XP_006503217	Cc2d1b
XP_006521339	Lrrk2
XP_006499673	Tox2
XP_006499674	Tox2
XP_006499675	Tox2
XP_006499671	Tox2
XP_006499676	Tox2
XP_006499677	Tox2
XP_006499678	Tox2
XP_006507593	Zfp143
XP_006507594	Zfp143
XP_006507595	Zfp143
XP_006535518	4932438A13Rik
XP_006535509	4932438A13Rik
XP_006535510	4932438A13Rik
XP_006535511	4932438A13Rik
XP_006535513	4932438A13Rik
XP_006535514	4932438A13Rik
XP_006535515	4932438A13Rik
XP_006535516	4932438A13Rik
XP_006535517	4932438A13Rik
XP_006535519	4932438A13Rik
XP_011246142	Foxr2
XP_011246143	Foxr2
XP_006543559	Crocc2
XP_006543560	Crocc2
XP_006543561	Crocc2
XP_006543562	Crocc2
XP_006543565	Crocc2
XP_006530046	Crocc2
XP_006530047	Crocc2
XP_006530048	Crocc2
XP_006530049	Crocc2
XP_006530052	Crocc2
XP_006530050	Crocc2
XP_006530053	Crocc2
XP_006530054	Crocc2
XP_006530057	Crocc2
XP_006530051	Crocc2
XP_006533706	Rph3al
XP_006533703	Rph3al
XP_006533701	Rph3al
XP_006533705	Rph3al
XP_006533700	Rph3al
XP_006533702	Rph3al
XP_006533704	Rph3al
XP_011247403	Rph3al
XP_011247404	Rph3al
XP_011239625	Clec12a
XP_011239857	Ppp1r10
XP_011249622	Ppp1r10
XP_006524680	Ppp1r10
XP_006524682	Ppp1r10
XP_006524679	Ppp1r10
XP_006524681	Ppp1r10
XP_006519383	Hacl1
XP_006511265	Tinag
XP_006511266	Tinag
XP_006514017	Llph
XP_006496517	Slc4a3
XP_006496518	Slc4a3
XP_006496519	Slc4a3
XP_006496521	Slc4a3
XP_006496516	Slc4a3
XP_006496513	Slc4a3
XP_006496515	Slc4a3
XP_006496512	Slc4a3
XP_006496514	Slc4a3
XP_006521019	Ttll8
XP_006521018	Ttll8
XP_006521020	Ttll8
XP_006521022	Ttll8
XP_006500469	Ninl
XP_006500470	Ninl
XP_006500471	Ninl
XP_006500472	Ninl
XP_006500474	Ninl
XP_006516889	Iars
XP_006503620	Sema3a
XP_011238967	Sema3a
XP_006503622	Sema3a
XP_006503621	Sema3a
XP_011243115	Gm10339
XP_011243124	Gm10339
XP_006531663	Zfy2
XP_006531664	Zfy2
XP_006497687	Ak1
XP_006528940	Phf8
XP_006528943	Phf8
XP_011246133	Phf8
XP_006528941	Phf8
XP_006528942	Phf8
XP_006528938	Phf8
XP_006528939	Phf8
XP_011246863	Zfp423
XP_006531602	Zfp423
XP_006531603	Zfp423
XP_011246862	Zfp423
XP_006531597	Zfp423
XP_006531600	Zfp423
XP_006531601	Zfp423
XP_006531599	Zfp423
XP_006524814	Ptchd4
XP_006524815	Ptchd4
XP_006524817	Ptchd4
XP_006509585	Micu3
XP_011247126	Rab34
XP_006519075	Sgcg
XP_006515175	Pik3cg
XP_006515176	Pik3cg
XP_011243789	Slc11a2
XP_006520642	Slc11a2
XP_006520641	Slc11a2
XP_006520640	Slc11a2
XP_011245981	3830417A13Rik
XP_011245980	3830417A13Rik
XP_006529177	Cxcr4
XP_006529176	Cxcr4
XP_006500336	Acoxl
XP_011238110	Acoxl
XP_006510734	Ift46
XP_006497096	Ralgps2
XP_006497091	Ralgps2
XP_006497092	Ralgps2
XP_006497093	Ralgps2
XP_006497094	Ralgps2
XP_006497095	Ralgps2
XP_006505822	Pex5
XP_006505821	Pex5
XP_006505961	Cd27
XP_006505963	Cd27
XP_006505964	Cd27
XP_006521570	Oplah
XP_006521571	Oplah
XP_006521572	Oplah
XP_011248011	Lrriq4
XP_011242950	Wdr41
XP_006537666	Cyp7a1
XP_006498272	Nek6
XP_006498273	Nek6
XP_011237962	Olfr320
XP_006528155	Atp11c
XP_006528157	Atp11c
XP_006528158	Atp11c
XP_006528159	Atp11c
XP_006528160	Atp11c
XP_006528156	Atp11c
XP_006528153	Atp11c
XP_011245917	Atp11c
XP_006528154	Atp11c
XP_011245918	Atp11c
XP_006526530	Kcng2
XP_011245380	Kcng2
XP_006522760	Pcnp
XP_006540321	Gsk3a
XP_006540322	Gsk3a
XP_006498412	Zbtb43
XP_006498411	Zbtb43
XP_006498410	Zbtb43
XP_006512261	Nme6
XP_006512260	Nme6
XP_006512262	Nme6
XP_011243327	Spata13
XP_011243329	Spata13
XP_006518931	Spata13
XP_006518935	Spata13
XP_006518933	Spata13
XP_011243328	Spata13
XP_006521484	Apol6
XP_006521483	Apol6
XP_006521482	Apol6
XP_006512758	Rfpl4b
XP_011243793	Oc90
XP_011243790	Oc90
XP_011243792	Oc90
XP_011243791	Oc90
XP_006496413	Klf7
XP_006496414	Klf7
XP_006496415	Klf7
XP_006496416	Klf7
XP_006496417	Klf7
XP_006535674	Prkag2
XP_006535675	Prkag2
XP_011248042	Prkag2
XP_006535677	Prkag2
XP_006535676	Prkag2
XP_006502297	Lppr5
XP_006528048	Pcyt1b
XP_006543117	A830005F24Rik
XP_001473814	A830005F24Rik
XP_006512886	Hint3
XP_006507407	Eef2k
XP_006507408	Eef2k
XP_006507409	Eef2k
XP_006507405	Eef2k
XP_006507406	Eef2k
XP_006521549	Nfam1
XP_006510297	Scn3b
XP_011247852	Enoph1
XP_006535253	Enoph1
XP_006535252	Enoph1
XP_006501271	Sema6c
XP_006501258	Sema6c
XP_006501261	Sema6c
XP_006501259	Sema6c
XP_006501263	Sema6c
XP_006501256	Sema6c
XP_006501266	Sema6c
XP_006501260	Sema6c
XP_006501262	Sema6c
XP_006501255	Sema6c
XP_006501264	Sema6c
XP_006501268	Sema6c
XP_006501269	Sema6c
XP_006501270	Sema6c
XP_006501272	Sema6c
XP_006501267	Sema6c
XP_006501257	Sema6c
XP_006501265	Sema6c
XP_006499875	Bpifb3
XP_006506356	Wipf3
XP_006506355	Wipf3
XP_006506358	Wipf3
XP_006506357	Wipf3
XP_006496419	Cnnm3
XP_011238822	Ago1
XP_011238823	Ago1
XP_006503130	Ago1
XP_011242601	Serpinb6a
XP_011242602	Serpinb6a
XP_011242603	Serpinb6a
XP_006516686	Serpinb6a
XP_006499227	Ubr1
XP_006503945	Gckr
XP_006503946	Gckr
XP_006503944	Gckr
XP_006501070	Gnai3
XP_006501699	Pglyrp4
XP_006501700	Pglyrp4
XP_011242611	Aoah
XP_011242612	Aoah
XP_006530385	Sbno1
XP_006530386	Sbno1
XP_006530382	Sbno1
XP_006530383	Sbno1
XP_006530380	Sbno1
XP_006530381	Sbno1
XP_006530384	Sbno1
XP_006535954	Phtf1
XP_006501188	Phtf1
XP_006501189	Phtf1
XP_006513100	Jmjd1c
XP_006513101	Jmjd1c
XP_006513102	Jmjd1c
XP_006513103	Jmjd1c
XP_006513099	Jmjd1c
XP_006513098	Jmjd1c
XP_006513107	Jmjd1c
XP_006513105	Jmjd1c
XP_006513104	Jmjd1c
XP_006532048	Slc35b1
XP_011249330	Gm21778
XP_006538511	Zbtb48
XP_006538512	Zbtb48
XP_006504147	Smim14
XP_006504151	Smim14
XP_006504148	Smim14
XP_006504146	Smim14
XP_006504149	Smim14
XP_006504150	Smim14
XP_006504152	Smim14
XP_006504369	Tmem132d
XP_006503304	Ldlrad1
XP_011240933	Mcam
XP_006510779	Mcam
XP_006503496	Kif2c
XP_011238922	Kif2c
XP_011238923	Kif2c
XP_006503498	Kif2c
XP_011238924	Kif2c
XP_006517605	Msh3
XP_006517606	Msh3
XP_011242928	Msh3
XP_006517604	Msh3
XP_011237536	Zfp831
XP_006498580	Zfp831
XP_006498581	Zfp831
XP_006498582	Zfp831
XP_011237537	Zfp831
XP_006499371	Rspo4
XP_011243029	Gm3373
XP_006528762	Fgd1
XP_006528773	Il13ra2
XP_006528772	Il13ra2
XP_006528770	Il13ra2
XP_006528771	Il13ra2
XP_011248608	Extl1
XP_006530640	Nr3c2
XP_006530638	Nr3c2
XP_006530639	Nr3c2
XP_006530637	Nr3c2
XP_011243337	Hmbox1
XP_011243338	Hmbox1
XP_006518955	Hmbox1
XP_011243336	Hmbox1
XP_011243332	Hmbox1
XP_006518945	Hmbox1
XP_011243331	Hmbox1
XP_011243334	Hmbox1
XP_011243335	Hmbox1
XP_006518953	Hmbox1
XP_011243339	Hmbox1
XP_011243333	Hmbox1
XP_011247235	Ggnbp2
XP_006515201	Pfn4
XP_006515203	Pfn4
XP_006515202	Pfn4
XP_006529315	Pla2g4a
XP_006501545	Lrit3
XP_011244200	Zpld1
XP_006522196	Zpld1
XP_011244199	Zpld1
XP_006522195	Zpld1
XP_006539103	Map3k6
XP_006536253	Olfr524
XP_011237590	F2
XP_006520158	Cdh18
XP_006520159	Cdh18
XP_006520157	Cdh18
XP_011243662	Cdh18
XP_006520160	Cdh18
XP_006520161	Cdh18
XP_011247573	Lsm11
XP_006524650	Glyatl3
XP_006506860	Ift122
XP_006506862	Ift122
XP_006506861	Ift122
XP_006516379	Tdrd9
XP_006516380	Tdrd9
XP_006516382	Tdrd9
XP_006516381	Tdrd9
XP_006516383	Tdrd9
XP_006516384	Tdrd9
XP_006498989	Pkig
XP_006498990	Pkig
XP_011243639	Cdh9
XP_006520082	Cdh9
XP_006520083	Cdh9
XP_006512201	Pfkfb4
XP_006512196	Pfkfb4
XP_011243990	Zhx2
XP_011243991	Zhx2
XP_006530393	Oas1a
XP_011248644	Fblim1
XP_011248643	Fblim1
XP_006539279	Fblim1
XP_006539276	Fblim1
XP_006539277	Fblim1
XP_006539278	Fblim1
XP_006504334	Slc15a4
XP_006536224	Msx3
XP_006506262	Zfp384
XP_006506264	Zfp384
XP_006506266	Zfp384
XP_006506267	Zfp384
XP_006506265	Zfp384
XP_006506263	Zfp384
XP_006506268	Zfp384
XP_006539319	Mtfr1l
XP_006539320	Mtfr1l
XP_006539321	Mtfr1l
XP_006505980	Vwf
XP_006505981	Vwf
XP_006518893	Wdhd1
XP_011243314	Wdhd1
XP_006531133	Exoc3l
XP_006520105	Sub1
XP_006499852	Bpi
XP_011239064	Fndc4
XP_006504107	Fndc4
XP_006521887	Slc12a8
XP_006521888	Slc12a8
XP_006521883	Slc12a8
XP_006521884	Slc12a8
XP_006521885	Slc12a8
XP_011244140	Slc12a8
XP_006521889	Slc12a8
XP_011244139	Slc12a8
XP_006521886	Slc12a8
XP_006511473	Mlip
XP_006511474	Mlip
XP_006511477	Mlip
XP_006511480	Mlip
XP_011241111	Mlip
XP_006511486	Mlip
XP_006511487	Mlip
XP_006511476	Mlip
XP_006543972	Chchd2
XP_485502	Chchd2
XP_003689232	Chchd2
XP_006541626	Smarca1
XP_011249327	Smarca1
XP_011239636	Zfp775
XP_006506141	Zfp775
XP_011239637	Zfp775
XP_006500849	Sclt1
XP_011238272	Sclt1
XP_006500850	Sclt1
XP_011239238	Taf6
XP_011239239	Taf6
XP_011239240	Taf6
XP_011239241	Taf6
XP_011239242	Taf6
XP_011249538	Hcrtr1
XP_011238820	Hcrtr1
XP_011238819	Hcrtr1
XP_011249539	Hcrtr1
XP_011239206	Wbscr22
XP_006496615	Abcb6
XP_006526337	Cul2
XP_006526338	Cul2
XP_006507276	Calcb
XP_011239950	Calcb
XP_006507275	Calcb
XP_011249000	Tdrd12
XP_011249002	Tdrd12
XP_011249004	Tdrd12
XP_011249001	Tdrd12
XP_011249005	Tdrd12
XP_011249012	Tdrd12
XP_011249011	Tdrd12
XP_006533774	Cpsf4l
XP_006533770	Cpsf4l
XP_011247430	Cpsf4l
XP_006533769	Cpsf4l
XP_006533772	Cpsf4l
XP_006533773	Cpsf4l
XP_006533763	Cpsf4l
XP_006533766	Cpsf4l
XP_006533764	Cpsf4l
XP_006500496	Cwc22
XP_006500498	Cwc22
XP_006500500	Cwc22
XP_011238158	Cwc22
XP_006500497	Cwc22
XP_006500499	Cwc22
XP_011246266	Thsd7b
XP_011246267	Thsd7b
XP_006503818	Ldb2
XP_006503817	Ldb2
XP_006503815	Ldb2
XP_006503819	Ldb2
XP_006503816	Ldb2
XP_006538237	Nipsnap3b
XP_006511611	Car12
XP_006511612	Car12
XP_006506165	Grip2
XP_006506166	Grip2
XP_006506167	Grip2
XP_011239653	Grip2
XP_011239318	Smurf1
XP_006504951	Smurf1
XP_006504947	Smurf1
XP_011239319	Smurf1
XP_006508245	Lrrc51
XP_011240195	Lrrc51
XP_011240197	Lrrc51
XP_011240198	Lrrc51
XP_006508246	Lrrc51
XP_011240196	Lrrc51
XP_006536769	Trim39
XP_006537500	Trim39
XP_006536916	Trim39
XP_006525234	Trim39
XP_006501164	Mov10
XP_006501163	Mov10
XP_006521364	Atp5g2
XP_006508395	Chst15
XP_006508396	Chst15
XP_006535849	Tmub1
XP_006533027	Proca1
XP_006533026	Proca1
XP_006508047	Iqck
XP_006508044	Iqck
XP_006526238	Tex43
XP_001473308	Gm13304
XP_001473444	Gm13304
XP_006533025	Fam222b
XP_006533024	Fam222b
XP_006498158	Sh2d3c
XP_006497611	Optn
XP_011237289	Optn
XP_006497609	Optn
XP_006497610	Optn
XP_006539120	Gm13178
XP_006533534	Pigs
XP_006527533	Kcnip2
XP_006522010	Cblb
XP_006522011	Cblb
XP_006522012	Cblb
XP_006522013	Cblb
XP_006522015	Cblb
XP_006522014	Cblb
XP_006501712	Gm5549
XP_006527077	Habp2
XP_011245544	Habp2
XP_006504862	Cyp3a16
XP_006519367	Acin1
XP_006519371	Acin1
XP_006519359	Acin1
XP_006519360	Acin1
XP_006519364	Acin1
XP_006519361	Acin1
XP_006535280	Fam175a
XP_011247867	Fam175a
XP_011247708	Enam
XP_006502212	Ttf2
XP_006523225	Erg
XP_006523226	Erg
XP_006523227	Erg
XP_006523235	Erg
XP_006522957	Erg
XP_006522958	Erg
XP_006522959	Erg
XP_006523230	Erg
XP_006522962	Erg
XP_006523231	Erg
XP_006522963	Erg
XP_006522967	Erg
XP_006523234	Erg
XP_006522966	Erg
XP_006519807	Loxl2
XP_006519808	Loxl2
XP_006519955	Loxl2
XP_006519957	Loxl2
XP_006519956	Loxl2
XP_006519958	Loxl2
XP_011243605	Loxl2
XP_006519960	Loxl2
XP_006519810	Loxl2
XP_006519809	Loxl2
XP_006497849	Ptgds
XP_006497850	Ptgds
XP_011247102	Ppy
XP_006503107	Iqcc
XP_006499497	Zfp217
XP_006499491	Zfp217
XP_006499493	Zfp217
XP_006499492	Zfp217
XP_006499490	Zfp217
XP_006499494	Zfp217
XP_006499496	Zfp217
XP_006499495	Zfp217
XP_006506644	Trnt1
XP_006497986	Ddx31
XP_006528635	Gm5128
XP_006528636	Gm5128
XP_006528528	Gm5128
XP_006528634	Gm5128
XP_006528652	Gm5128
XP_006515514	Entpd5
XP_006515511	Entpd5
XP_006515512	Entpd5
XP_006515510	Entpd5
XP_006515509	Entpd5
XP_006530794	Znrf1
XP_006503275	Fndc5
XP_006537072	Fndc5
XP_006532781	Chmp6
XP_006496967	Tnn
XP_006496968	Tnn
XP_006496969	Tnn
XP_006532004	Cnot6
XP_006532003	Cnot6
XP_006532005	Cnot6
XP_011246967	Cnot6
XP_006497861	Ralgds
XP_006497862	Ralgds
XP_006497859	Ralgds
XP_006497860	Ralgds
XP_006517078	Sncb
XP_006517079	Sncb
XP_006534033	Glod4
XP_011248063	Atg9b
XP_006533193	Engase
XP_006533191	Engase
XP_006533192	Engase
XP_006533194	Engase
XP_006533195	Engase
XP_006533196	Engase
XP_006502028	Bcas2
XP_011239509	Etv6
XP_011239510	Etv6
XP_011239508	Etv6
XP_006539968	Kctd15
XP_006539963	Kctd15
XP_006539964	Kctd15
XP_006539967	Kctd15
XP_006539965	Kctd15
XP_006539966	Kctd15
XP_006536476	Klrc2
XP_006505717	Klrc2
XP_006505716	Klrc2
XP_006540343	Tsen34
XP_006523418	Fgfr1op
XP_006523420	Fgfr1op
XP_006523419	Fgfr1op
XP_006524219	Safb2
XP_006524220	Safb2
XP_006524222	Safb2
XP_006507465	Maz
XP_006525177	Crebrf
XP_011245016	Crebrf
XP_011245017	Crebrf
XP_011245018	Crebrf
XP_011245019	Crebrf
XP_011245020	Crebrf
XP_006511018	AF529169
XP_006511022	AF529169
XP_011240999	AF529169
XP_006511021	AF529169
XP_006511019	AF529169
XP_006511020	AF529169
XP_006501109	Ivl
XP_006501110	Ivl
XP_011243076	Gm3194
XP_011243078	Gm3194
XP_011243079	Gm3194
XP_011243085	Gm3194
XP_011243135	Gm3194
XP_011243140	Gm3194
XP_011243105	Gm3194
XP_006535490	Skil
XP_006524649	Ly6g6f
XP_011236377	Gm38999
XP_011249238	Gm38999
XP_006520761	Tbc1d31
XP_006520762	Tbc1d31
XP_011243840	Tbc1d31
XP_006520763	Tbc1d31
XP_006520765	Tbc1d31
XP_006520766	Tbc1d31
XP_006529471	Zranb3
XP_006529472	Zranb3
XP_006529474	Zranb3
XP_006529476	Zranb3
XP_006529473	Zranb3
XP_006529475	Zranb3
XP_006509539	Cfap97
XP_006509542	Cfap97
XP_006509540	Cfap97
XP_006509541	Cfap97
XP_006509545	Cfap97
XP_006509544	Cfap97
XP_006509543	Cfap97
XP_006524788	Wdr4
XP_006524786	Wdr4
XP_006524787	Wdr4
XP_006524779	Wdr4
XP_006524778	Wdr4
XP_006501076	Gria2
XP_006501077	Gria2
